filename	event_labels
10G-zr6SsV8_30_40	Acoustic_guitar,Speech
10GZycmQEeI_2_12	Cat
10IaOJtouqY_21_31	Speech,Dog
10J24Yi4lb8_30_40	Chicken_rooster
10N9glF52J8_10_20	Motorcycle
10jIVwGHAqU_30_40	Acoustic_guitar,Speech
10pj1ZZXcRo_30_40	Speech,Car
10pnAWwImW0_30_40	Speech,Chicken_rooster
10tzumfAYeA_40_50	Speech,Cat
10wA970vOoA_30_40	Baby_laughter
10z1rrKoFpw_30_40	Speech,Car
110NtYkrjVo_30_40	Speech,Chicken_rooster
110jnSZOFuY_30_40	Speech,Car
112FK-5-IHw_30_40	Motorcycle
114WkwKJqTY_30_40	Speech,Dog
117cxaAZLMQ_30_40	Speech,Car
118n0o1v9zU_190_200	Speech,Helicopter
11FgMmJff9E_0_10	Speech,Basketball_bounce
11HYDKATZ5I_13_23	Speech,Car
11Kj1MObnHo_120_130	Cheering
11MSlFMBtxA_17_27	Speech,Car
11UU7LH_O3g_0_10	Cello
11VAKIhYAKg_30_40	Speech,Dog
11VY5YSpt1M_30_40	Speech,Car
11XFurhXp7o_10_20	Speech,Car
11XdVZqnU9s_30_40	Speech,Car
11YjQXqWqdM_30_40	Speech,Dog
11Yjw2H8XsQ_30_40	Speech,Cat
11cctCD0ATQ_30_40	Speech,Car
11hrwpR2vWA_30_40	Acoustic_guitar,Speech
11k2ukjzSUI_30_40	Speech,Dog
11k9cuOKQp4_60_70	Accordion
11qcdPN80x8_0_7	Speech,Cat
11rKpXBR_ck_24_34	Cat
11raOoW025c_20_30	Acoustic_guitar,Speech
11ruZHgyTKM_30_40	Chicken_rooster
124GEeYtVa8_3_13	Speech,Car
124hJJdkPes_22_32	Speech,Cat
125ALv8tU38_30_40	Speech,Car
125jam71DK0_30_40	Speech,Car
12AspqNYx-E_30_40	Speech,Car
12DIsesn-FY_8_18	Speech,Car
12DVEOpqaBs_80_90	Speech,Cat
12E70n_Qm4c_30_40	Speech,Car
12GKfoAB_-8_30_40	Speech,Car
12GRalQDzYc_13_23	Speech,Car
12JHMyBcmoE_30_40	Speech,Car
12KAlK-LGlk_30_40	Speech,Dog
12PeRipLD18_140_150	Speech,Car
12W-BSSdysU_30_40	Speech,Car
12WDr7gM0yU_260_270	Speech,Violin_fiddle
12WDtucz3tQ_30_40	Speech,Car
12YMaZqmvGg_0_10	Motorcycle
12ZH_pRmoQk_30_40	Acoustic_guitar,Speech
12Zo-v1s7LA_50_60	Acoustic_guitar,Speech
12bmmb9trbM_30_40	Acoustic_guitar,Speech
12cG_JS3SH8_540_550	Speech,Dog
12eWNawPekw_30_40	Helicopter
12pullOp0Rc_320_330	Motorcycle
12uPiMzbL1w_300_310	Speech,Lawn_mower
132cPtZFO0A_8_18	Speech,Dog
13DVeRiIOIY_200_210	Speech,Basketball_bounce
13K-j41woC0_30_40	Speech,Baby_cry_infant_cry
13NH0bVULhA_170_180	Helicopter
13QUBj_VlIc_25_35	Speech,Cat
13R3j81UJjA_0_10	Speech,Dog
13SuUGK0Zbk_30_40	Acoustic_guitar,Speech
13Tjke8F8DY_30_40	Speech,Dog
13TqlstxMFs_20_30	Speech,Singing
13Ub-r7nJk0_11_21	Speech,Car
13XPDhrHoo0_410_420	Motorcycle
13_-WfzcgjI_70_80	Speech,Singing
13bjydI7z0s_360_370	Speech,Car
13cudahVThg_30_40	Cat
13gVMuGhK3g_240_250	Speech,Basketball_bounce
13isTpIATZ0_30_40	Speech,Car
13k8j37ktV4_40_50	Chicken_rooster
13mK4Caw6TE_30_40	Speech,Car
13nCRVohCjk_30_40	Speech,Dog
13t_QwbCSeo_390_400	Cello
140KhtGF5D4_320_330	Speech,Motorcycle
141v5oRfUHM_27_37	Speech,Cat
1427lBDSkq0_10_20	Motorcycle
145XzFZWROg_330_340	Speech,Car
146Qwu5_edI_30_40	Motorcycle
14Ah8zem_Fc_30_40	Cello
14CQSSjVLcM_50_60	Speech,Chicken_rooster
14DWrVFVPlY_60_70	Motorcycle
14IR3gmytMY_30_40	Speech,Dog
14PXL-3kZps_190_200	Speech,Chicken_rooster
14QolbKBjPY_300_310	Speech,Chicken_rooster
14XML4NbS38_5_15	Chicken_rooster
14bTdv_ZUT4_80_90	Speech,Dog
14c_A7vLJa0_0_10	Speech,Singing
14chjsta_bM_0_10	Motorcycle
14cnVvpzOxQ_90_100	Motorcycle
14gkYaVctY4_100_110	Speech,Dog
14hoqY8t-Bw_30_40	Speech,Dog
14jEF7Bhx0Q_30_40	Acoustic_guitar,Speech
14ptT2dPCag_190_200	Acoustic_guitar,Banjo,Singing
14sgODcViio_30_40	Speech,Car
14uZ08vPcdE_110_120	Banjo
14wPUIldY6M_210_220	Speech,Motorcycle
14yG7aVB8LU_18_28	Speech,Car
14z2SkBYlEo_50_60	Chicken_rooster
14zlydy5fT0_30_40	Speech,Helicopter
151DaazKmog_30_40	Speech,Car
156PHCndVyc_30_40	Speech,Car
157DUpMsLNU_30_40	Speech,Car
157ap5dArl4_170_180	Speech,Singing
15AAiWCqBjQ_30_40	Speech,Dog
15ASUabvLF8_30_40	Speech,Motorcycle
15FEqj0aDAA_25_35	Speech,Car
15FbBKQq27g_30_40	Speech,Car
15FiYv8OEaI_40_50	Cheering
15HiQUdpO2o_30_40	Acoustic_guitar,Speech
15IzSvgTOMQ_30_40	Speech,Car
15KNvZ2KDRM_30_40	Speech,Car
15PXaafV1SU_30_40	Speech,Car
15R6w2N8-ag_30_40	Lawn_mower
15UO-340RDg_20_30	Speech,Motorcycle
15VYErVW-uI_30_40	Speech,Car
15Wd2_okBPQ_30_40	Speech,Violin_fiddle
15XOIJ9xfXA_140_150	Helicopter
15dxjQjHyt0_30_40	Speech,Dog
15g4vB2iCdw_160_170	Motorcycle
15hxUzJlEN8_90_100	Violin_fiddle,Cello
15icEzA3ESE_30_40	Speech,Dog
15nVe6RwUNM_19_29	Cat
15pRTNSUjhE_270_280	Chicken_rooster
15q_K5r3RzU_0_10	Baby_laughter
15svFbs6mg8_14_24	Speech,Cat
15vb8onIfVU_30_40	Speech,Car
15vsEVkpCB0_160_170	Speech,Dog
15y36WrJGW4_220_230	Accordion
15yTC6KGCVw_30_40	Speech,Baby_cry_infant_cry
164t2YjUDyY_0_7	Vacuum_cleaner
165obDPbUVw_5_15	Speech,Dog
16B-Jedz180_280_290	Cello
16BRpz7zPlw_30_40	Speech,Car
16Cav8mocJM_30_40	Acoustic_guitar,Speech
16KqWYIlR0s_30_40	Speech,Dog
16NPSKfY56M_30_40	Speech,Car
16PXUIj27kk_20_30	Cat
16VAGruZNww_30_40	Speech,Car
16VHO6ThKo8_30_40	Acoustic_guitar,Speech
16Ylfk61oag_0_10	Helicopter
16ca_z3HdGs_30_40	Speech,Dog
16ccKlJF5H8_6_16	Cat
16d3D1AWFu8_20_30	Lawn_mower
16eN45838LU_250_260	Cheering
16gysIPq3G8_19_29	Speech,Car
16iyjFCwta4_30_40	Chicken_rooster
16qY5bRnCIA_30_40	Cat
16th_TIPv84_30_40	Cat
16xVYlloTs4_80_90	Helicopter
17-883FJ9CQ_30_40	Speech,Cat
175LkoxXMto_590_600	Motorcycle
178iOxtx55Q_10_20	Lawn_mower
178y5C55xpw_0_10	Banjo
17EqWOuPmz0_20_30	Speech,Chicken_rooster
17L2VkXtcQ0_30_40	Chicken_rooster
17N8TLC_-9E_10_20	Motorcycle
17OYFHLivQk_24_34	Speech,Baby_cry_infant_cry
17UfjA83oeY_30_40	Cello
17WW_p1N7BQ_30_40	Cat,Speech
17XCtcwI74Y_30_40	Motorcycle
17Yl8i3mPxU_17_27	Speech,Dog
17ZztEIEqB0_30_40	Speech,Car
17_3oSnAJns_30_40	Speech,Dog
17aI77MmxYM_40_50	Speech,Motorcycle
17cE_CgQD_8_6_16	Speech,Car
17eC-9nQzDE_160_170	Speech,Car
17eOcX7s0FM_3_13	Speech,Dog
17gKCjW2BHk_30_40	Speech,Car
17jezY8ljmo_30_40	Speech,Dog
17qCg8zLvvo_20_30	Motorcycle
17rlRrOi-oQ_160_170	Acoustic_guitar,Speech
17tk_fp4eJ0_50_60	Cat
17trypYQlTA_14_24	Speech,Baby_cry_infant_cry
17va_aTk5PI_21_31	Speech,Dog
17yb2wrvWms_30_40	Cat
18-XenSGxAU_200_210	Speech,Motorcycle
180T3rvUrJw_150_160	Speech,Dog
1821JXkO-8g_30_40	Speech,Chicken_rooster
1823yQs-c9U_30_40	Speech,Car
185tDmj2luo_30_40	Speech,Dog
18AKB2BgMs8_0_8	Speech,Car
18C7K0F5DJw_30_40	Cello
18FN3fDI25A_30_40	Cat
18FvoLGXBEc_500_510	Speech,Car
18GuzW37wcU_30_40	Speech,Violin_fiddle
18HCVCcSmqE_30_40	Speech,Car
18HRNQyo9mg_25_35	Cat,Speech
18ObSJAkMbI_30_40	Speech,Car
18RuhyZJJ8E_25_35	Speech,Baby_cry_infant_cry
18TH1jBMzXY_30_40	Speech,Dog
18TypPVGFfM_23_33	Cheering
18W6y586QAk_9_19	Speech,Car
18WiAIsHtjo_30_40	Acoustic_guitar,Speech
18_hbvhyias_30_40	Speech,Car
18k-E_2b7rs_40_50	Banjo
18ndo219WMw_10_20	Speech,Dog
18s4JWvaUCs_30_40	Speech,Violin_fiddle
18tHSmYJv6s_30_40	Speech,Car
18uIgHo3wVg_30_40	Acoustic_guitar,Speech
18vsnaV6oE8_170_180	Speech,Car
18zMimQ2U34_30_40	Speech,Dog
191i5N31t88_30_40	Speech,Car
191k5GFVcP8_4_14	Speech,Car
192AgE8E-cw_140_150	Speech,Basketball_bounce
192LBoBvC2w_30_40	Speech,Violin_fiddle
19BXsthkoak_30_40	Acoustic_guitar,Speech
19BgS399iXQ_30_40	Acoustic_guitar,Speech
19CdPaHrVPQ_30_40	Cello
19DqtHv7dos_30_40	Speech,Car
19HAYHj4zC4_15_25	Speech,Car
19HbEKW7Rps_30_40	Motorcycle
19KjhsvUN2g_440_450	Violin_fiddle,Cello
19LrAw1sxhI_30_40	Speech,Helicopter
19M11q5hHkU_0_10	Cat
19Pp9QEw17U_30_40	Speech,Acoustic_guitar
19S3OMDibCs_30_40	Acoustic_guitar,Speech
19TXhPG-Buw_30_40	Chicken_rooster
19TjZrYIMWk_580_590	Helicopter
19UTZe1Gwj4_30_40	Cat
19VS3TYJSZQ_30_40	Speech,Car
19ZhJ8vjgX0_240_250	Helicopter
19_4g5xayiM_4_14	Speech,Dog
19c-IIEacBo_30_40	Speech,Car
19dNcHbo-3c_30_40	Acoustic_guitar,Speech
19hUTpbm9OM_30_40	Speech,Car
19iYeuRoUYs_30_40	Acoustic_guitar,Speech
19m8ffB4HmA_360_370	Vacuum_cleaner
19mMd9jyKAU_310_320	Violin_fiddle,Cello
19ru0zhIeqY_30_40	Speech,Car
19v42KsWEIk_30_40	Speech,Dog
1A6YeqJXOaY_11_21	Speech,Car
1A9SoQ8G6OU_60_70	Basketball_bounce
1ABGUsnxo9Y_230_240	Acoustic_guitar,Speech
1ADX6EHNThE_30_40	Cat
1AGi0kVyOOE_30_40	Speech,Dog
1AKr0oXHPfk_10_20	Speech,Dog
1AMwRRtp4Sg_30_40	Chicken_rooster
1AO7Grvo6F4_190_200	Speech,Car
1AOlrxfIRYk_30_40	Speech,Car
1AUl8o78Tdk_14_24	Speech,Car
1AUmRx2_rcc_120_130	Speech,Motorcycle
1AWhzgxoytU_30_40	Motorcycle
1AZ1GiBsPoE_30_40	Speech,Dog
1AZF4i3YfLo_30_40	Acoustic_guitar,Speech
1AZwzCA66Ao_20_30	Motorcycle
1A_NgC9c1Cc_4_14	Speech,Cat
1A__sWJGcNw_30_40	Acoustic_guitar,Speech
1AcBDrv3bcE_21_31	Speech,Cat
1AeeSwzNrhk_30_40	Speech,Clapping
1AejlUdd5gs_30_40	Speech,Dog
1AjIAADQ_bE_50_60	Speech,Car
1AjYKvdjOJM_6_16	Speech,Dog
1AlzOxZPwb4_30_40	Cello
1Ao-4EnELLo_30_40	Speech,Dog
1ApdcgKlBJA_460_470	Motorcycle
1AuRN21A9AI_30_40	Speech,Dog
1B-FIInh7_s_30_40	Chicken_rooster
1B0WiVPQ7ro_18_28	Speech,Car
1B288a5TEsw_30_40	Speech,Car
1B4o-Shv-5Y_30_40	Acoustic_guitar,Speech
1BCzHx3G0gQ_310_320	Chicken_rooster
1BE_jg5lAoM_50_60	Motorcycle
1BQwMW56NCo_30_40	Speech,Violin_fiddle
1BTrRnoPvnM_120_130	Speech,Helicopter
1BWUISH9QVg_30_40	Clapping
1B_32df8QVM_120_130	Speech,Cheering
1BdG6EzzhU4_50_60	Motorcycle
1Beu1kbw-Ak_40_50	Lawn_mower
1BfrJlSLZAk_30_40	Speech,Dog
1BgqrhbyRFw_30_40	Speech,Car
1BnH9WYKXQU_10_20	Speech,Dog
1BonlocdKno_66_76	Accordion
1Br6QtbsHsA_10_20	Motorcycle
1BwO2S8XiOk_60_70	Motorcycle
1C0djPSP-ws_10_20	Speech,Motorcycle
1C2eo73u5Ac_30_40	Speech,Car
1C3-1R8h3rM_30_40	Chicken_rooster
1C3mR6V1goA_30_40	Speech,Cat
1CBn6QwObGM_30_40	Speech,Car
1CD3O0YJNZw_30_40	Speech,Car
1CDmK9GfFFw_30_40	Speech,Dog
1CHC-ffMObA_12_22	Speech,Car
1CLOP18zemg_250_260	Speech,Singing
1COGsRLBLdY_0_9	Speech,Car
1COTNE5iwpw_0_10	Banjo
1CQR2Nh6ZaU_20_30	Chainsaw
1CUQtr2ZpPM_560_570	Cello
1ChE5QHG81o_0_7	Cat
1CjFNCixxac_30_40	Speech,Baby_cry_infant_cry
1CjY7QMOkts_30_40	Speech,Dog
1CjmUkm0zLM_24_34	Speech,Dog
1CkQg2xXRTk_140_150	Speech,Singing
1Cn76cg74OY_7_17	Chicken_rooster
1CwHhJ_ANCw_160_170	Speech,Dog
1D3FylZqqyo_40_50	Speech,Singing
1D4LxbOVn1I_30_40	Dog,Speech
1D6FZGO7Pyo_30_40	Speech,Violin_fiddle
1D8SVomV5fA_30_40	Speech,Car
1DFNOFVNs5g_200_210	Banjo
1DH_9kPujWU_21_31	Speech,Chicken_rooster
1DLnYyBkj5g_50_60	Speech,Singing
1DOYARo3Dwc_30_40	Clapping
1DP2_rjhtW0_450_460	Violin_fiddle,Cello
1DQnFIDctzU_520_530	Acoustic_guitar,Speech
1DTbkyi0hfU_30_40	Acoustic_guitar,Speech
1DUVnjl60GQ_100_110	Motorcycle
1DVyj_Q5f0A_12_22	Cat
1DZgjQAu4y0_520_530	Vacuum_cleaner
1DZmqw3tkSc_30_40	Speech,Car
1D_L8fHbWgo_22_32	Speech,Dog
1DbCrZhVY-c_30_40	Cello
1DbHnfLo7jE_0_10	Motorcycle
1Dd3CazyXTY_19_29	Speech,Dog
1DfScG_Mabo_110_120	Motorcycle
1DfohO7fmpA_15_25	Cello
1DhU6C3tYeY_60_70	Helicopter
1Dj4RwiEIB4_0_10	Speech,Dog
1Dm5zLfxBzo_30_40	Acoustic_guitar,Speech
1Do4hN0ezO4_27_37	Speech,Car
1DuGX_JQAgg_30_40	Speech,Car
1DxNri9gJr0_90_100	Helicopter
1DzwiGFtJDg_30_40	Speech,Car
1E0-EARfUd4_30_40	Speech,Car
1E1lnI6UYyE_30_40	Speech,Car
1E22O3_rDOk_29_39	Speech,Dog
1E3ObfmjBGI_30_40	Speech,Car
1E45OfstoFo_170_180	Motorcycle
1E4QakUVmeA_22_32	Speech,Dog
1E7Z1n457_o_60_70	Speech,Violin_fiddle
1EBA3M2YGm4_110_120	Accordion
1EBVa88PX-U_30_40	Speech,Violin_fiddle
1EFQVhWj5g0_30_40	Cello
1EH6atYydBc_90_100	Lawn_mower
1EIL0MF73Yg_140_150	Speech,Singing
1EINHKh82vo_12_22	Speech,Helicopter
1EISICP6lKk_30_40	Acoustic_guitar,Speech
1EN4Z5PFzv0_30_40	Speech,Car
1EPqH4Ix_kA_30_40	Speech,Car
1ERSh8l5-sM_330_340	Speech,Frying_(food)
1EUE2fs-hZA_60_70	Motorcycle
1Ea7qEAJKwY_30_40	Speech,Chicken_rooster
1EbdfPX_yfg_30_40	Speech,Car
1EezkaeAU-I_30_40	Speech,Car
1EiMlcYoYYI_30_40	Acoustic_guitar,Speech
1ElY_bUWcf4_30_40	Speech,Car
1Eq6GXOSJho_1_11	Speech,Car
1ErQKXXf0ao_30_40	Speech,Car
1EuR2u1Ag2w_30_40	Speech,Car
1EuTl_KOGrM_0_10	Speech,Car
1EwWivVYczc_140_150	Chicken_rooster
1F1da1tI-UA_30_40	Speech,Dog
1F1tMPjaIGg_30_40	Speech,Car
1F7JD5A9iTI_30_40	Speech,Dog
1F9HSHXVzlk_30_40	Speech,Car
1FADrYkCEjY_30_40	Speech,Telephone_bell_ringing
1FAJdWqnsuM_60_70	Cello
1FBW61gbpaA_570_580	Speech,Basketball_bounce
1FF3UzxVG9o_30_40	Speech,Dog
1FF_PjIL4l4_10_20	Chainsaw
1FMfKmZ5U7Q_340_350	Speech,Banjo
1FOLrj7wArU_30_40	Speech,Car
1FUMr2pDTn0_30_40	Cat
1FhzFOq2hSc_170_180	Speech,Dog
1FtUJMEiCPo_180_190	Cello
1G1Kv-fStFs_190_200	Cello
1G2IStUdrAM_30_40	Speech,Violin_fiddle
1G3TdBrW7ys_30_40	Speech,Cat
1G90NiQV3tk_22_32	Speech,Car
1GDe-UFY12M_30_40	Acoustic_guitar,Speech
1GG3QoDNLFM_30_40	Speech,Fire_alarm
1GHvOZq8kwA_50_60	Speech,Dog
1GLv6QkQElM_22_32	Speech,Dog
1GMWn4IxVro_100_110	Frying_(food)
1GOF_EEeO-0_250_260	Frying_(food)
1GPymf5Xga0_20_30	Speech,Singing
1GWT_xm7nuE_40_50	Speech,Dog
1GjLpNKmkRo_30_40	Speech,Cat
1Gn5NFjx2vs_30_40	Speech,Car
1GnoBUjEplE_30_40	Cat
1GqXka8H6Bc_30_40	Speech,Motorcycle
1GtDRO0l90Y_30_40	Speech,Dog
1Gv-EnyP8s4_10_20	Speech,Car
1Gw4p_2gtQw_110_120	Helicopter
1Gwkl50iJqA_30_40	Cello
1GwrogGAIS0_30_40	Chicken_rooster
1H0jwhMaS70_30_40	Cat
1H3IG78iq9U_23_33	Speech,Car
1H6vUDS29gM_30_40	Cello
1HD4KldL_Us_30_40	Speech,Car
1HGsq-EW58Q_30_40	Speech,Dog
1HPKNOE-ttw_30_40	Speech,Car
1HPYHsdLYCQ_28_38	Speech,Cat
1HTBHYxUDF4_90_100	Cello
1HUiQXHtAXE_25_35	Speech,Dog
1HWMctnljHw_70_80	Speech,Car
1HdKtRsCR9Y_210_220	Chicken_rooster
1HfKtuB1-XA_40_50	Speech,Cat
1HfXI5zI6Jg_90_100	Lawn_mower
1Him_nBmHrQ_30_40	Acoustic_guitar,Speech
1Hl2hy194bI_0_10	Chicken_rooster
1Hp_nGn6QMg_230_240	Cello
1Hpaxbd-PpA_30_40	Acoustic_guitar,Speech
1HqFCIWihmA_30_40	Speech,Car
1HuBawOzYb0_120_130	Speech,Cat
1Hw3xjIJsL8_30_40	Accordion
1HyG7ofKPlI_30_40	Helicopter
1HzAcQppQfA_25_35	Speech,Violin_fiddle
1Hzv1Kl-sVU_20_30	Speech,Singing
1I39Wl3JGAw_110_120	Banjo
1I4vcR-soqU_30_40	Speech,Car
1I9XicZH-pQ_80_90	Speech,Motorcycle
1IACnJ80vBE_220_230	Speech,Chicken_rooster
1IAYBy77kiI_30_40	Acoustic_guitar,Speech
1IAaL8n76kQ_30_40	Speech,Car
1IB44BXXsEg_27_37	Speech,Car
1IBPELNZBQs_16_26	Cello
1IBR-VJCd2E_25_35	Acoustic_guitar,Speech
1IEUtokg_UQ_30_40	Motorcycle
1IEgmFGA0xw_30_40	Speech,Car
1IEkxjhdqFA_80_90	Speech,Car
1INnQRgjdFE_190_200	Motorcycle
1IQsyvXY4MU_30_40	Speech,Car
1ITF_NoFQ-I_30_40	Speech,Car
1IUZM05Ixuk_30_40	Speech,Car
1IcIOvqXnHg_30_40	Speech,Dog
1IclS24LYxk_30_40	Banjo
1IdIZ0P7Xes_30_40	Cello
1IeeK2ekATc_40_50	Cat
1Ieo_0asUeI_30_40	Speech,Dog
1IjQok7rlEo_30_40	Speech,Cat
1IncVzcILjE_30_40	Speech,Dog
1Innky7Cpjg_30_40	Speech,Car
1IpT9WUV184_30_40	Speech,Car
1Iq8Pz9vxcM_250_260	Speech,Singing
1IrGYXrwswQ_30_40	Speech,Car
1ItNkXLMBWA_30_40	Speech,Car
1Ix220HJnSE_30_40	Speech,Car
1IxBagCJeZc_150_160	Speech,Clapping
1IxPzUhEuaU_0_8	Cheering
1IzDvpA2I0g_30_40	Acoustic_guitar,Speech
1J-SyJKJZa0_15_25	Speech,Dog
1J3aOYW9PHo_30_40	Speech,Car
1JDdH0EeD58_50_60	Speech,Car
1JINiX4_cpA_30_40	Cello
1JKt5PmGJdw_370_380	Speech,Car
1JMWicsH-fc_50_60	Speech,Dog
1JQnaf1JdWU_5_15	Speech,Cat
1JUSlR465lg_110_120	Banjo
1JVeyV8juEU_310_320	Speech,Car
1JXtP6ZHUqE_160_170	Speech,Dog
1JZBJXb_jzM_170_180	Speech,Helicopter
1JZffKhvpQ8_20_30	Speech,Singing
1Jd6OhhwAnU_60_70	Speech,Dog
1JhyeYoHWRk_30_40	Speech,Dog
1JmYeNQ1jEI_20_30	Vacuum_cleaner
1Joc13gxQpY_20_30	Speech,Dog
1JyUble6Q3s_30_40	Dog,Vacuum_cleaner
1JzkjwHKDaw_30_40	Speech,Car
1K-zpof_KMk_30_40	Speech,Car
1K0AdB5BSm0_10_20	Speech,Car
1KA2Tey_2kI_30_40	Speech,Car
1KCqn-RZ8-s_11_21	Cat
1KD-1ig4G4w_14_24	Speech,Car
1KDaXv530c4_170_180	Speech,Car
1KEvKS_3uvA_120_130	Speech,Car
1KFRlXZfnIA_13_23	Cat
1KHuBK7gvNU_30_40	Speech,Car
1KPPkDfCrMs_30_40	Speech,Car
1KT_nL-Lg90_520_530	Speech,Singing
1KWgRaHxwGg_310_320	Acoustic_guitar,Speech
1Kd4kbId5M4_330_340	Speech,Car
1Kg5EavJ998_10_20	Speech,Violin_fiddle
1KhLs1ZyFf0_2_12	Speech,Car
1Khb_KLpvis_30_40	Speech,Car
1Khd3jWY0MQ_30_40	Speech,Car
1Kxgh-Eciz0_30_40	Cat
1KyF6q2TTEA_40_50	Chainsaw
1L5qSF7DpYc_30_40	Speech,Dog
1L7cOGWiAbU_20_30	Cello
1LBQ0B6cnd0_30_40	Speech,Car
1LBZWj8KoXI_30_40	Speech,Car
1LBzuEYa23Q_60_70	Cello
1LHxY6b9JAU_200_210	Vacuum_cleaner
1LOFrn6n7Qo_30_40	Speech,Dog
1LPyHiv3o_0_180_190	Vacuum_cleaner
1LTJnXEZe2Y_30_40	Acoustic_guitar,Speech
1Lb-qqYjwgE_590_600	Speech,Baby_laughter
1Lf3YlA_cPw_400_410	Speech,Motorcycle
1Llg27u58Lw_80_90	Motorcycle
1LmTqorvBCY_30_40	Cello
1LpeTa8ZMtI_0_8	Cat
1Lqac2Y3UEw_0_8	Baby_cry_infant_cry
1LzD07IoOCU_30_40	Speech,Car
1M25u66iY8A_30_40	Speech,Car
1M5febdu3lE_13_23	Speech,Car
1MDP9gGy2y8_0_10	Chicken_rooster
1MFfM_AefV8_30_40	Speech,Dog
1MIOfhtKkwc_320_330	Speech,Singing
1MJQCmnU8mM_30_40	Speech,Car
1MMeCs4NzXs_30_40	Speech,Dog
1MMh5GpXplE_30_40	Baby_cry_infant_cry
1MN-52YeA0g_350_360	Motorcycle
1MNy7aNZzVU_30_40	Speech,Car
1MPwoS-R83A_30_40	Cat
1MWA-DQSUAs_30_40	Speech,Car
1MYmOFV3DZs_22_32	Motorcycle
1MeRHPU7oTs_90_100	Speech,Helicopter
1MgcrYdYas0_30_40	Chainsaw
1Mj4IRLc2zk_220_230	Speech,Singing
1Ml_9lLV-A4_0_3	Speech,Dog
1MnqgEBHdYg_30_40	Speech,Car
1Mp2tGNVxOI_23_33	Speech,Car
1MqnPScBXQ4_590_600	Speech,Dog
1Mr9Xf87sA8_12_22	Speech,Cat
1Mtg1UZ7okE_30_40	Acoustic_guitar,Speech
1MuCTwE2Eqs_30_40	Speech,Dog
1MuDD4JVnQc_25_35	Speech,Baby_cry_infant_cry
1MvkvnEaWCg_5_15	Speech,Dog
1Mxp8x6oMLA_140_150	Accordion
1MzlXGlVL6E_30_40	Speech,Car
1N6OZ71Lvs0_30_40	Speech,Car
1N71_EI_jVk_40_50	Speech,Dog
1N7h7fTEmQs_7_17	Speech,Baby_cry_infant_cry
1N96JptQ6Bs_30_40	Motorcycle
1NCpF0TpxOg_130_140	Speech,Chicken_rooster
1NDvjIp5zDs_90_100	Speech,Helicopter
1NFNh1lWX70_30_40	Cello
1NGbZ7DAMe4_150_160	Vacuum_cleaner
1NNT9pvflZk_90_100	Banjo
1NpQbziC5yM_40_50	Speech,Helicopter
1NsemVwhP84_50_60	Banjo
1NsiUxiCswM_70_80	Cat
1NwoL7fn1Qk_40_50	Cat
1O1AFLKeys0_290_300	Chainsaw
1O9l3JPr27M_250_260	Acoustic_guitar,Speech
1OAhIO3fba4_270_280	Vacuum_cleaner
1OAhx2alPXc_130_140	Acoustic_guitar,Singing
1OBp94IPRe4_20_30	Speech,Violin_fiddle
1OCt4-U0PkU_30_40	Speech,Motorcycle
1OEFdcoMzmg_30_40	Speech,Car
1OEUpjSUBrQ_30_40	Speech,Car
1OIm8vLHCwo_19_29	Speech,Cat
1OPYPx3M94I_30_40	Speech,Dog
1OR3fwRJhxE_18_28	Acoustic_guitar,Speech
1OTyRCUni98_120_130	Banjo
1OXR9L6S83M_30_40	Speech,Car
1OXYgEUNbd4_30_40	Speech,Violin_fiddle
1OcSxnZwOrw_10_20	Speech,Dog
1Occr6RFeXE_0_7	Basketball_bounce
1Oe-1JOT-b4_150_160	Lawn_mower
1Oeb7GfxY5I_30_40	Speech,Dog
1OhGRN9OzdM_19_29	Cat
1OiR7zIusyI_30_40	Speech,Car
1OouuJ9WrGg_30_40	Acoustic_guitar,Speech
1OowntKL4yE_19_29	Speech,Car
1OpLOi5kuhA_30_40	Speech,Dog
1Orx54--xiY_30_40	Speech,Car
1Os_nVaJKaA_30_40	Cat
1Osgc7R_hmQ_30_40	Speech,Car
1OtRmxlBSqg_30_40	Acoustic_guitar,Speech
1OtXB3bH5i4_60_70	Cello
1Oy7Yha8LOg_30_40	Cat
1OzekweVtgw_30_40	Speech,Violin_fiddle
1P02r1Jq1mI_25_35	Cat
1P5FFxXLSpY_30_40	Car,Speech
1PATNmXptI4_30_40	Speech,Car
1PAhGhQcnVo_19_29	Speech,Car
1PDWa3YdAEY_30_40	Speech,Car
1PEseiEzWRE_10_20	Speech,Singing
1PF_nu32Knw_30_40	Speech,Violin_fiddle
1PIEuSswECM_9_19	Speech,Car
1PJcx3OLSQ4_160_170	Speech,Singing
1PKD-E08Gjw_140_150	Accordion
1PLRdM20Wm8_30_40	Speech,Chicken_rooster
1PLrbY5OY7M_14_24	Speech,Car
1PMqP8xaMbk_20_30	Speech,Car
1PPEwv7sDvc_30_40	Speech,Dog
1PQEMRY4GDk_40_50	Chainsaw
1PQEmUzUCU8_30_40	Chicken_rooster
1PRkq114FzE_160_170	Speech,Singing
1PTi7UZ9TfU_30_40	Speech,Car
1PV6TCRQTok_30_40	Motorcycle
1PYjnTo-CgM_30_40	Speech,Dog
1PZCA_WzXDI_100_110	Speech,Cheering
1PaC-Az0P_A_30_40	Accordion
1Pb0v5SaI-g_10_20	Speech,Car
1PcLvHM3x7Q_5_15	Speech,Motorcycle
1PgwxYCi-qE_220_230	Accordion
